ID Sach,Title,Link,Author,Rate,Description
34862406,Anh Bồ Câu - Trò Chuyện Với Tình Yêu - Tập 1,https://www.goodreads.com/book/show/34862406-anh-b-c-u---tr-chuy-n-v-i-t-nh-y-u---t-p-1,Nguyễn Nhật Ánh,5.0,
30056764,Người Trông Đồng,https://www.goodreads.com/book/show/30056764-ng-i-tr-ng-ng,Nguyễn Nhật Ánh,4.0,"Cuốn sách nhỏ được xuất bản như một món quà dành tặng người thân và bằng hữu. Thế nhưng những gì hai truyện ngắn Người trông đồng và Tháng Mười mang đến lại thực sự không nhỏ. Trên nền cốt truyện dường như không có gì mới, một văn phong mượt mà tuôn chảy tựa như những áng văn cổ điển, đẹp một cách mẫu mực. Người trông đồng, một câu chuyện không có cốt chuyện, miên man như "
52804770,Đoàn kịch tỉnh lẻ,https://www.goodreads.com/book/show/52804770-o-n-k-ch-t-nh-l,Nguyễn Nhật Ánh,4.0,
30652844,Mùa Hè Bận Rộn,https://www.goodreads.com/book/show/30652844-m-a-h-b-n-r-n,Nguyễn Nhật Ánh,4.0,
36237750,Kính vạn hoa #43 - Khách sạn hoa hồng,https://www.goodreads.com/book/show/36237750-k-nh-v-n-hoa-43---kh-ch-s-n-hoa-h-ng,Nguyễn Nhật Ánh,3.75,Kính Vạn Hoa (Bộ Mỏng - 2012 ) - Tập 43 -Khách Sạn Hoa Hồng: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được viết t
52606662,Kính vạn hoa,https://www.goodreads.com/book/show/52606662-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.67,
51257368,Cửa hàng bánh kẹo,https://www.goodreads.com/book/show/51257368-c-a-h-ng-b-nh-k-o,Nguyễn Nhật Ánh,4.33,"Sau khi giúp đỡ Thời và nhỏ Gái, Quý ròm còn nhận gia sư cho nhỏ Hường - em của Hiện. Quý ròm rất mến nhỏ Hường do đó bị thằng Mận thường xuyên phục kích bắn vào chân. Bị phát hiện, Mận không dám giở trò với Quý nữa. Không may làng quê bị lụt, nhà của nhỏ Hường cũng bị ngập nước phải lên trú ở trên đồi. Quý ròm, Tiểu Long cùng anh em nhà Lượm đã đi bè giúp đỡ những người d"
40011286,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011286-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.33,
36237781,Kính vạn hoa #51 - Một ngày kỳ lạ,https://www.goodreads.com/book/show/36237781-k-nh-v-n-hoa-51---m-t-ng-y-k-l,Nguyễn Nhật Ánh,4.0,Kính Vạn Hoa ( Bộ Mỏng- 2012) - Tập 51 - Một Ngày Kỳ Lạ: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được viết trong
34862422,Anh Bồ Câu - Trò Chuyện Với Tình Yêu - Tập 4,https://www.goodreads.com/book/show/34862422-anh-b-c-u---tr-chuy-n-v-i-t-nh-y-u---t-p-4,Nguyễn Nhật Ánh,5.0,
51831208,Tiết mục bất ngờ,https://www.goodreads.com/book/show/51831208-ti-t-m-c-b-t-ng,Nguyễn Nhật Ánh,5.0,
40011279,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011279-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.5,"Văn Châu như không tin vào mắt mình. Tay run run cầm tờ vé số, nó đờ đẫn dán chặt mắt vào tấm bảng ghi kết quả sổ xố đặt trước cửa hiệu đại lý vé số. Nó nhìn chăm chăm như thế một hồi như để ghim chặt các con số vào trí nhớ rồi lại nhìn xuống tờ vé số trên tay. Đúng là nó không lầm. Cả hai dãy số đều khớp nhau hoàn toàn: 18557. Đó là dãy số trúng giải đặc biệt, cũng là dãy"
52450807,Quà tặng ba lần,https://www.goodreads.com/book/show/52450807-qu-t-ng-ba-l-n,Nguyễn Nhật Ánh,4.5,
40011296,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011296-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.5,"Tủ sách 'Kính Vạn Hoa' của Nguyễn Nhật Ánh là một người bạn rất quen thuộc với độc giả, nhất là các em ở tuổi học trò - tuổi mới lớn.Trong Tập 6 của tủ sách này sẽ giới thiệu những câu chuyện như:Người giúp việc khác thường Ngủ quên trên đồi Kẻ thần bí Bạn gái Cửa hàng bánh kẹo Một ngày kì lạ Tóc ngắn tóc dài Má lúm đồng tiền Cà phê áo tím Phụ lục: Kính vạn hoa trở lại"
36237779,Kính vạn hoa #49 - Bạn gái,https://www.goodreads.com/book/show/36237779-k-nh-v-n-hoa-49---b-n-g-i,Nguyễn Nhật Ánh,4.5,Kính Vạn Hoa (Bộ Mỏng - 2012) - Tập 49 - Bạn Gái: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được viết trong suốt 1
40011259,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011259-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.0,"“Kính vạn hoa là bộ sách liên hoàn, mỗi tập một màu sắc óng ánh, phản ánh cuộc sống linh hoạt của các em, một cuộc sống bình thường nhưng chứa bao điều mới mẻ trong các mối quan hệ giữa con cái với bố mẹ, trò đối với thầy, và trong thế giới “nhất quỷ nhì ma thứ ba học trò”. Mỗi truyện trong bộ Kính vạn hoa đều hướng tới việc mở rộng sự hiểu biết của các em đối với thế giới"
40011248,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011248-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.0,"“Tôi nghĩ rằng giáo dục có nhiều dạng. Bây giờ giáo dục các em mà áp đặt một cách cứng nhắc, khiên cưỡng thì có khi lại không vào các em được. Phải giáo dục thế nào đó làm cho các em yêu cuộc sống, yêu bạn bè, thương yêu gia đình nhưng lại rất giản dị, tức là người được giáo dục không có cảm giác mình bị giáo dục. Đấy mới là giáo dục đúng nhất và siêu nhất, và chỉ có cách "
40011239,Kính Vạn Hoa (Kính Vạn Hoa,https://www.goodreads.com/book/show/40011239-k-nh-v-n-hoa-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.0,"“Đọc Kính vạn hoa, tôi cảm thấy Nguyễn Nhật Ánh đã dày công phản ánh những sinh hoạt muôn mặt của lứa tuổi học trò. Từ cách học với các thủ thuật “phổ thơ” để ghi nhớ thuộc lòng các công thức Toán, Lý, Hóa, Anh văn… đến lối làm thơ, kể vè, dựng hoạt cảnh để học tập các môn Văn, Sử. Từ trò chơi bóng đá, thi giải câu đố… ở sân trường đến những chuyến đi nghỉ hè khám phá các "
51602361,Thằng thỏ đế,https://www.goodreads.com/book/show/51602361-th-ng-th,Nguyễn Nhật Ánh,4.0,
52804751,Kho báu dưới hồ,https://www.goodreads.com/book/show/52804751-kho-b-u-d-i-h,Nguyễn Nhật Ánh,4.0,
34862413,Anh Bồ Câu - Trò Chuyện Với Tình Yêu - Tập 2,https://www.goodreads.com/book/show/34862413-anh-b-c-u---tr-chuy-n-v-i-t-nh-y-u---t-p-2,Nguyễn Nhật Ánh,5.0,
54620839,I See Yellow Flowers in the Green Grass,https://www.goodreads.com/book/show/54620839-i-see-yellow-flowers-in-the-green-grass,Nguyễn Nhật Ánh,0.0,
53206470,Thơ tình,https://www.goodreads.com/book/show/53206470-th-t-nh,Nguyễn Nhật Ánh,0.0,
53206453,Tứ tuyệt cho nàng,https://www.goodreads.com/book/show/53206453-t-tuy-t-cho-n-ng,Nguyễn Nhật Ánh,0.0,
53206485,Lễ hội của đêm đen,https://www.goodreads.com/book/show/53206485-l-h-i-c-a-m-en,Nguyễn Nhật Ánh,0.0,
53642005,Trò chơi lãng mạn của tình yêu,https://www.goodreads.com/book/show/53642005-tr-ch-i-l-ng-m-n-c-a-t-nh-y-u,Nguyễn Nhật Ánh,0.0,
53206504,Bí mật của một võ sĩ,https://www.goodreads.com/book/show/53206504-b-m-t-c-a-m-t-v-s,Nguyễn Nhật Ánh,0.0,
28961747,Thăm thẳm bóng người,https://www.goodreads.com/book/show/28961747-th-m-th-m-b-ng-ng-i,Nguyễn Nhật Ánh,0.0,
53206479,Đầu xuân ra sông giặt áo,https://www.goodreads.com/book/show/53206479-u-xu-n-ra-s-ng-gi-t-o,Nguyễn Nhật Ánh,0.0,
53206511,Cú phạt đền,https://www.goodreads.com/book/show/53206511-c-ph-t-n,Nguyễn Nhật Ánh,0.0,
53206495,Thành phố tháng tư,https://www.goodreads.com/book/show/53206495-th-nh-ph-th-ng-t,Lê Thị Kim,0.0,
